Total Kasus,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
19 Jan,"1,153","2,356","10,383",612,227,"5,461","21,619","1,008","20,331","31,642","7,589",345,"5,624","1,528","1,212","2,141",682,"1,199","1,747","2,969","2,882","2,023","1,243","5,100","2,071","2,210","1,524",420,949,532,"5,854",771,"1,303",132,0,
20 Jan,"1,142","2,598","10,581",577,228,"5,547","21,487",984,"20,648","32,819","7,636",349,"5,829","1,517","1,197","2,205",688,"1,218","1,664","2,972","3,070","2,011","1,238","5,130","2,072","2,295","1,491",501,923,534,"5,908",755,"1,437",137,0,
21 Jan,"1,117","2,852","10,769",591,277,"5,788","22,038","1,046","20,219","33,574","7,742",344,"6,017","1,429","1,229","2,153",699,"1,202","1,701","2,957","3,077","2,013","1,313","5,144","2,101","2,200","1,527",508,891,549,"5,980",988,"1,481",142,0,
22 Jan,"1,126","2,927","10,964",579,251,"5,887","23,620","1,066","21,291","34,686","7,933",367,"6,226","1,436","1,234","2,149",736,"1,188","1,740","2,930","3,180","2,007","1,329","5,094","2,089","2,229","1,444",537,891,560,"6,149","1,011","1,679",148,0,
23 Jan,"1,135","2,906","11,204",569,271,"6,235","23,382","1,071","20,965","35,977","7,942",384,"6,500","1,433","1,269","2,383",739,"1,242","1,786","2,845","3,281","2,010","1,390","4,666","2,174","2,192","1,410",540,927,556,"6,114","1,199","1,895",159,0,
24 Jan,"1,151","2,973","11,448",595,256,"6,250","24,527","1,057","21,518","37,462","7,839",383,"6,537","1,512","1,293","2,408",698,"1,297","1,843","2,846","3,495","2,015","1,421","4,311","2,272","2,297","1,459",538,884,571,"6,168","1,238","1,893",162,0,
25 Jan,"1,146","2,843","11,429",581,241,"6,137","24,431","1,021","22,307","36,478","7,826",383,"6,394","1,498","1,284","2,351",730,"1,329","1,906","2,819","3,451","2,018","1,382","4,381","2,225","2,232","1,332",538,866,580,"6,159","1,264","1,930",144,0,
26 Jan,"1,147","3,147","11,609",596,233,"6,145","23,760","1,049","23,970","36,368","7,886",388,"6,613","1,459","1,305","2,330",727,"1,346","1,931","2,727","3,444","2,017","1,367","4,216","2,273","2,310","1,356",559,883,571,"6,274","1,314","2,067",139,0,
27 Jan,"1,152","3,432","11,073",610,232,"6,174","22,592","1,092","25,262","36,407","7,953",390,"7,021","1,471","1,263","2,351",719,"1,403","1,893","2,676","3,510","2,017","1,379","3,984","2,385","2,345","1,324",589,855,583,"6,324","1,353","2,167",132,0,
28 Jan,"1,170","3,502","10,665",634,214,"6,141","22,710","1,118","27,304","36,486","8,067",383,"7,077","1,517","1,315","2,221",733,"1,477","1,918","2,539","3,596","2,028","1,396","4,099","2,471","2,344","1,322",598,843,591,"6,207","1,431","2,240",183,0,
29 Jan,"1,183","3,603","10,065",671,200,"6,342","23,686","1,108","28,896","37,580","8,008",397,"7,283","1,578","1,332","2,144",738,"1,520","1,926","2,391","3,638","2,027","1,426","3,889","2,410","2,408","1,267",544,856,596,"6,401","1,478","2,242",183,0,
30 Jan,"1,198","3,553","10,305",690,215,"6,390","23,581","1,110","30,827","38,521","7,844",406,"7,598","1,483","1,419","2,332",705,"1,530","1,892","2,246","3,598","2,037","1,399","4,343","2,542","2,468","1,224",560,853,613,"6,452","1,565","2,376",208,0,
31 Jan,"1,199","3,512","9,879",677,211,"6,236","23,658","1,108","31,153","39,459","7,767",389,"7,702","1,476","1,452","2,278",770,"1,579","1,893","2,086","3,585","2,038","1,391","4,772","2,549","2,466","1,215",570,895,601,"6,458","1,549","2,291",231,0,
1 Feb,"1,196","3,493","9,841",706,190,"6,192","25,085","1,108","31,567","38,365","7,436",389,"7,657","1,456","1,465","2,360",807,"1,565","1,880","1,980","3,604","2,041","1,384","4,941","2,471","2,397","1,113",598,939,573,"6,453","1,564","2,310",223,0,
2 Feb,"1,206","3,424","9,664",691,288,"6,141","23,826","1,108","31,277","38,038","7,340",392,"7,571","1,483","1,486","2,281",659,"1,447","1,848","1,816","3,656","2,073","1,367","4,634","2,631","2,424","1,080",578,907,569,"6,512","1,649","2,339",271,0,
3 Feb,"1,200","3,440","9,499",717,175,"6,144","25,747","1,141","31,618","38,803","7,119",390,"7,960","1,404","1,492","2,488",678,"1,439","1,785","1,673","3,472","2,099","1,363","4,485","2,622","2,374","1,048",589,742,568,"6,530","1,746","2,391",295,0,
4 Feb,"1,206","3,282","9,191",719,167,"6,230","25,376","1,147","31,262","39,712","6,945",392,"7,981","1,378","1,492","2,513",661,"1,403","1,749","1,589","3,460","2,110","1,363","4,347","2,620","2,304","1,078",597,749,534,"6,652","1,826","2,458",305,0,
5 Feb,"1,215","3,315","9,230",752,158,"6,343","26,196","1,138","30,677","41,067","6,823",377,"8,215","1,365","1,572","2,425",526,"1,401","1,719","1,445","3,427","2,112","1,338","4,306","2,739","2,284","1,036",622,756,525,"6,696","1,874","2,682",316,0,
6 Feb,"1,220","3,116","9,110",777,149,"6,290","24,097","1,104","31,527","42,543","6,736",388,"8,320","1,299","1,552","2,590",511,"1,376","1,724","1,298","3,373","2,102","1,289","4,254","2,897","2,231",973,622,777,519,"6,749","1,881","2,728",311,0,
7 Feb,"1,232","3,109","8,655",766,142,"6,219","23,961","1,097","31,413","43,498","6,480",371,"8,389","1,339","1,616","2,619",491,"1,364","1,662","1,252","3,361","2,131","1,334","3,984","2,815","2,209",986,610,773,521,"6,796","1,908","2,875",313,0,
8 Feb,"1,211","2,901","7,736",781,130,"6,157","23,644","1,089","29,766","43,264","6,194",371,"8,298","1,163","1,656","2,507",432,"1,393","1,712","1,151","3,172","2,153","1,127","3,678","2,673","2,165",973,591,778,518,"6,828","1,916","2,864",296,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sembuh,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
21-Mar,,,1,,,1,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar,,,1,,,1,22,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar,,,1,,,1,23,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar,,,1,,,1,23,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar,,,1,,,1,23,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar,,,1,,,1,25,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar,,,1,,,1,31,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar,,,1,,,1,43,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar,,,1,,,1,45,,6,,11,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar,,,1,,,1,48,,8,,16,,,,,,,,,,1,,,,,,,,,,,,,,,
31-Mar,,,2,,,1,48,,11,,16,2,,,,,,,,,1,,,,,,,,,,,,,,,
1-Apr,,10,7,,,1,50,,11,,17,2,,,,,,,,,1,,,,,,1,,1,,2,,,,,
2-Apr,,10,7,,,1,52,,11,,22,2,,2,,,,,,,1,,,,,,1,,1,,2,,,,,
3-Apr,,10,7,,,1,52,,12,11,25,2,,2,,,,2,,,1,,,4,,,1,,1,,3,,,,,
4-Apr,,10,7,,,1,56,,12,11,29,2,1,2,,,2,0,1,,1,,1,9,,,1,,1,,3,,,,,
5-Apr,,18,7,,,1,56,,12,14,30,2,1,4,,,2,0,1,,1,,1,9,,,1,,1,,3,,,,,
6-Apr,,18,7,,,1,65,,13,14,38,2,1,4,,,2,0,1,,1,,1,19,,,1,,1,,3,,,,,
7-Apr,,18,7,,,1,65,,17,14,41,3,1,6,,,2,0,1,,1,,1,21,,,1,,1,,3,,,,,
8-Apr,,18,7,,,6,70,,17,14,46,3,4,6,,,2,0,1,,1,,1,21,,,1,,1,,3,,,,,
9-Apr,1,18,7,,,6,82,,19,18,49,3,6,6,,,2,2,1,,1,,1,23,,1,1,1,1,,3,,,,,
10-Apr,1,19,7,,,6,82,,19,18,62,3,6,7,,,2,2,1,6,1,8,1,24,,1,1,1,1,,3,,,,,
11-Apr,1,19,7,,,6,82,,19,18,64,3,6,7,,,2,2,1,7,1,8,1,25,,1,1,1,1,,3,,,,,
12-Apr,1,19,7,,,6,142,,19,19,68,3,6,7,,,2,2,4,6,1,8,1,25,2,1,1,1,1,,5,2,,,,
13-Apr,4,20,7,,,6,142,,22,19,73,3,6,8,,,2,2,4,7,2,9,1,31,2,1,1,1,1,,5,1,,,,
14-Apr,4,21,7,,,18,163,,23,19,76,5,6,8,3,,2,2,4,7,2,10,1,33,2,1,1,1,1,,5,1,,,,
15-Apr,4,23,7,,,18,164,,23,19,81,5,6,8,3,1,2,2,4,8,2,10,1,42,2,1,1,2,1,,5,1,,,,
16-Apr,4,32,7,,,22,202,,28,19,86,5,10,8,6,2,5,2,5,8,5,12,4,42,2,8,5,2,1,,15,1,,,,
17-Apr,4,36,9,,,25,204,,41,36,94,5,10,8,6,2,5,2,5,11,5,12,4,43,2,10,9,2,1,,15,1,,,,
18-Apr,4,36,9,,,26,205,,41,44,96,5,11,8,6,2,6,2,5,13,5,12,4,43,2,10,9,2,6,,18,1,,,,
19-Apr,4,38,9,,,27,234,,45,51,98,6,11,8,6,2,6,11,5,13,5,12,4,43,2,10,9,2,6,,18,1,,,,
20-Apr,4,42,17,1,,28,230,1,56,51,98,6,11,9,9,2,6,11,5,13,5,13,4,63,2,10,9,2,10,,28,1,,,,
21-Apr,4,42,17,2,1,30,286,1,75,51,100,7,11,9,9,2,8,11,5,13,5,13,4,73,3,10,9,2,10,,28,1,,,,
22-Apr,4,47,29,2,1,30,322,1,79,54,101,7,11,9,9,2,8,11,5,13,5,21,4,75,3,10,9,2,10,,28,1,,,,
23-Apr,4,55,29,2,1,32,326,1,87,54,112,7,11,9,9,2,8,13,5,16,5,21,4,80,3,10,9,2,10,,32,1,,,,
24-Apr,4,55,33,2,1,36,327,1,90,58,128,7,11,9,10,2,9,15,5,17,5,21,5,81,3,10,12,2,10,,32,1,,,,
25-Apr,4,70,33,2,1,36,334,1,93,58,133,7,11,9,10,2,9,20,5,20,5,21,5,82,3,10,13,2,10,,32,1,,,,
26-Apr,4,75,33,2,1,36,335,1,93,72,138,7,11,9,10,2,9,20,18,20,11,21,6,99,3,10,14,2,11,,32,1,1,,,
27-Apr,4,81,33,2,1,37,337,1,96,88,140,7,12,10,10,2,9,22,18,23,11,21,6,106,3,10,14,2,11,,32,1,1,,,
28-Apr,4,88,33,2,1,39,363,1,103,89,144,7,12,11,16,2,11,24,22,24,11,35,6,108,8,10,15,3,12,,47,2,1,,,
29-Apr,4,96,33,2,1,40,440,1,107,101,152,7,12,11,20,2,11,24,22,24,14,40,7,118,8,11,15,3,12,,47,3,1,2,,
30-Apr,4,113,34,2,1,43,486,1,143,102,157,7,12,11,20,4,11,31,23,25,14,41,10,122,8,13,16,3,12,,47,3,1,2,,
1-May,4,121,34,4,1,44,488,1,145,112,162,8,13,11,23,5,15,31,29,30,14,41,11,135,11,13,16,3,12,,48,3,1,2,,
2-May,6,129,34,4,1,48,513,1,147,112,165,8,13,11,24,5,22,32,29,30,17,41,11,145,11,13,23,3,12,,48,4,1,2,,
3-May,6,151,34,4,1,49,632,1,152,112,174,8,13,15,24,5,42,36,36,35,17,41,11,151,11,17,26,5,12,,48,4,1,2,,
4-May,7,159,34,4,1,50,632,1,159,112,178,8,13,15,24,5,42,36,43,37,17,41,11,199,11,17,26,5,12,,48,4,1,2,,
5-May,7,160,117,4,1,52,704,1,167,132,180,8,13,15,24,6,46,46,47,38,17,41,15,228,12,17,27,5,12,,48,4,1,2,,
6-May,7,166,122,4,1,53,741,1,177,145,199,8,13,15,24,6,57,53,47,38,17,43,15,235,12,18,28,5,12,,48,4,1,2,,
7-May,7,183,122,4,1,57,745,1,182,145,206,11,13,15,24,6,63,57,47,41,17,48,15,238,12,18,28,5,12,,48,5,1,4,,
8-May,11,195,122,6,1,59,745,1,184,161,215,12,13,29,24,6,67,80,49,46,17,48,15,251,12,18,28,5,12,,48,5,1,8,,
9-May,11,197,122,6,1,59,752,1,202,173,227,12,31,30,24,6,67,87,49,54,17,48,15,260,12,21,38,8,12,,48,5,1,8,,
10-May,11,204,122,6,1,60,803,3,202,173,230,12,34,30,24,7,68,92,55,56,17,48,16,265,12,21,39,8,12,2,48,5,1,11,,
11-May,11,210,146,7,1,61,812,3,213,229,244,12,37,30,24,7,72,105,64,67,17,48,16,276,13,22,46,8,12,2,48,5,1,12,,
12-May,12,215,153,7,1,63,924,3,213,229,258,20,41,30,24,7,72,105,64,70,26,48,16,283,13,22,49,8,17,2,48,7,1,12,,
13-May,12,220,157,7,1,68,"1,026",3,237,229,274,22,46,30,24,14,77,114,73,83,26,53,17,288,20,22,49,8,17,2,48,7,1,12,,
14-May,13,223,158,7,1,68,"1,162",3,242,229,278,22,57,40,24,20,77,138,73,86,30,53,17,293,21,22,49,11,17,2,48,20,1,13,,
15-May,13,232,158,7,1,71,"1,276",3,259,234,294,22,61,87,24,23,77,188,73,88,30,53,24,293,21,22,53,12,17,2,48,22,1,14,,
16-May,15,243,158,7,1,77,"1,295",3,262,247,302,22,63,87,24,29,80,188,73,91,31,53,24,312,22,26,54,12,17,5,48,23,2,15,,
17-May,15,250,159,23,1,85,"1,306",4,320,247,312,24,66,87,73,41,80,200,73,95,31,58,24,319,24,26,60,12,17,5,48,23,6,15,,
18-May,15,257,162,24,1,90,"1,307",4,397,252,337,32,76,87,73,41,83,213,73,107,31,58,24,337,26,26,61,12,21,5,48,23,6,15,,
19-May,15,267,162,24,1,95,"1,329",4,411,252,375,32,81,87,73,51,83,213,77,117,31,58,25,358,26,26,62,12,21,5,48,25,6,15,,
20-May,15,276,162,24,1,97,"1,329",4,412,253,387,32,85,105,76,51,83,213,77,145,31,74,25,367,26,29,63,12,21,6,48,25,6,15,,
21-May,15,280,171,24,3,105,"1,458",4,422,255,403,36,96,115,76,51,83,217,78,152,31,74,25,398,37,31,63,12,22,7,48,25,6,15,,
22-May,15,284,172,26,9,117,"1,510",8,432,255,413,38,102,130,77,57,83,220,95,157,31,102,30,417,37,34,66,12,22,11,48,26,6,15,,
23-May,17,287,172,26,9,121,"1,564",8,471,255,426,38,105,130,77,57,86,227,100,175,32,102,51,423,37,36,66,12,22,19,48,27,6,17,,
24-May,17,293,176,27,9,122,"1,586",13,479,259,465,38,105,130,77,59,87,227,102,180,34,108,51,456,46,38,66,12,22,19,48,27,6,18,,
25-May,17,295,176,27,9,124,"1,655",15,479,260,489,43,117,151,80,67,88,258,112,186,34,113,51,462,46,40,66,14,27,22,68,27,6,18,,
26-May,17,295,178,27,9,131,"1,668",15,505,275,506,44,123,151,80,68,88,258,114,208,35,114,100,499,48,44,76,17,27,35,68,29,7,18,,
27-May,17,302,181,27,14,134,"1,682",15,542,275,522,44,128,151,80,69,89,272,114,236,36,116,110,518,50,48,77,18,27,36,68,32,9,18,,
28-May,17,314,205,27,14,142,"1,702",15,586,276,548,44,134,151,80,69,89,273,123,242,38,118,110,520,52,48,80,21,34,38,68,34,9,19,,
29-May,17,320,217,27,20,149,"1,739",15,592,336,570,47,143,158,82,72,97,276,137,250,39,118,113,532,52,55,84,21,35,42,68,34,12,23,,
30-May,17,328,244,27,22,158,"2,005",15,616,355,589,47,161,164,97,72,102,279,169,256,40,123,113,564,52,67,85,27,35,49,68,34,12,23,,
31-May,17,329,244,27,22,160,"2,082",15,619,361,609,53,172,164,99,72,102,291,203,265,51,146,122,596,61,71,88,27,36,55,68,41,14,26,,
1-Jun,17,334,252,28,22,166,"2,272",15,619,370,654,55,174,164,99,80,102,292,215,267,52,148,122,625,61,74,89,29,36,55,68,41,14,26,,
2-Jun,17,334,273,28,25,168,"2,399",15,648,371,699,55,175,182,99,81,102,292,224,272,52,151,125,625,61,80,92,29,36,55,78,49,14,29,,
3-Jun,17,349,273,28,25,170,"2,586",17,701,371,799,79,177,191,101,82,103,297,226,277,56,160,132,636,64,83,96,30,55,55,78,49,14,29,,
4-Jun,18,364,279,29,25,174,"2,607",27,719,372,"1,089",94,184,191,101,90,103,299,248,312,62,167,132,639,70,86,99,30,55,57,78,49,14,29,,
5-Jun,18,369,324,34,25,174,"2,751",27,764,407,"1,207",109,184,191,104,95,103,299,265,333,62,172,141,673,78,92,100,30,64,74,78,50,14,32,,
6-Jun,18,371,365,34,37,178,"2,836",27,779,409,"1,361",114,206,191,104,107,115,311,297,336,62,179,144,673,86,98,101,33,67,74,78,58,14,44,,
7-Jun,18,373,370,35,40,182,"3,130",27,878,418,"1,409",114,210,202,108,109,120,325,344,340,64,179,154,673,93,101,101,33,67,74,78,61,14,54,,
8-Jun,18,377,372,36,40,185,"3,206",27,952,428,"1,499",117,213,202,117,129,120,325,391,351,73,189,155,673,93,102,103,33,80,74,78,62,30,54,,
9-Jun,18,409,391,41,46,191,"3,371",27,962,508,"1,584",117,216,202,118,130,122,325,402,361,73,189,172,704,93,105,107,33,89,75,78,63,30,62,,
10-Jun,18,412,401,42,47,194,"3,517",27,995,626,"1,681",138,221,213,128,133,123,404,450,389,80,193,174,757,94,108,107,37,89,84,78,63,37,69,,
11-Jun,18,424,411,43,48,195,"3,661",27,"1,016",631,"1,793",145,228,213,164,135,128,448,505,392,97,205,178,757,95,109,107,39,89,85,78,66,37,69,,
12-Jun,18,448,417,48,49,196,"3,781",27,"1,057",681,"1,865",146,239,215,179,135,128,520,543,407,97,205,180,830,95,109,108,40,104,86,78,66,37,79,,
13-Jun,19,462,418,54,58,204,"3,840",37,"1,093",709,"2,117",150,249,215,201,136,133,541,557,411,99,205,190,866,96,111,109,40,105,86,78,70,37,80,,
14-Jun,19,474,440,63,58,210,"4,089",37,"1,135",729,"2,192",159,261,232,231,137,136,577,618,423,101,210,197,902,115,114,109,48,109,87,128,71,40,80,,
15-Jun,19,502,460,63,62,211,"4,195",37,"1,142",765,"2,254",160,262,232,247,137,146,608,651,423,108,216,199,"1,044",121,115,111,48,109,87,191,71,40,87,,
16-Jun,20,510,485,63,63,213,"4,329",45,"1,151",795,"2,325",167,275,243,253,137,149,623,670,459,115,222,203,"1,088",125,116,111,48,111,94,294,71,40,90,,
17-Jun,20,542,508,68,65,216,"4,445",45,"1,177",860,"2,381",167,292,243,333,145,161,654,682,465,122,227,203,"1,104",129,117,112,48,113,96,297,76,40,90,,
18-Jun,20,553,535,95,65,219,"4,573",45,"1,231",880,"2,459",173,310,282,347,146,165,674,708,482,129,234,203,"1,126",130,118,113,49,113,118,297,76,40,90,,
19-Jun,20,566,538,101,68,226,"4,699",46,"1,261",900,"2,562",186,313,282,360,149,170,693,739,493,137,250,204,"1,169",130,121,114,51,136,126,297,77,40,125,,
20-Jun,20,586,569,107,71,231,"4,821",46,"1,261",920,"2,664",195,319,292,385,149,180,714,748,497,140,255,214,"1,245",131,123,116,56,161,128,297,77,40,125,,
21-Jun,20,603,570,107,72,231,"5,054",46,"1,263",942,"2,789",216,322,292,395,149,182,721,752,503,143,259,217,"1,283",132,128,116,56,161,128,297,77,40,138,,
22-Jun,20,615,570,107,72,238,"5,128",46,"1,287",970,"2,855",219,323,299,405,149,183,734,769,505,145,263,217,"1,321",132,128,117,70,164,128,297,77,40,142,,
23-Jun,20,639,583,117,72,238,"5,228",66,"1,317","1,020","2,915",223,324,306,433,149,193,742,816,525,147,266,218,"1,363",140,128,117,82,168,129,297,78,40,142,,
24-Jun,20,646,590,126,73,242,"5,322",66,"1,326","1,030","2,995",228,334,306,448,151,195,761,830,519,149,274,219,"1,402",141,132,120,88,172,145,297,78,40,173,,
25-Jun,20,657,590,127,78,247,"5,434",66,"1,388","1,030","3,236",235,354,306,535,151,197,767,906,561,152,292,219,"1,461",145,135,121,89,190,149,297,79,40,195,,
26-Jun,20,730,603,130,88,252,"5,542",66,"1,498","1,030","3,429",241,359,335,550,151,215,778,921,571,171,356,221,"1,617",147,137,121,97,196,150,297,79,40,195,,
27-Jun,22,751,611,131,89,257,"5,610",69,"1,513","1,052","3,619",251,364,335,643,151,217,783,937,581,172,374,221,"1,658",152,141,121,99,218,152,297,83,40,195,,
28-Jun,25,771,628,131,89,260,"5,865",69,"1,520","1,066","3,720",259,375,335,723,154,233,802,954,587,172,384,221,"1,718",153,148,139,103,230,152,632,83,40,195,,
29-Jun,25,783,635,132,89,261,"6,118",69,"1,522","1,109","3,891",263,376,384,728,154,239,808,"1,020",588,177,401,222,"1,770",153,149,166,103,257,153,737,83,40,195,,
30-Jun,26,798,639,133,89,263,"6,512",69,"1,607","1,159","4,012",268,385,384,766,157,241,816,"1,025",600,187,406,234,"1,839",153,150,176,105,264,153,856,84,40,210,,
1-Jul,31,860,660,134,90,264,"6,680",77,"1,622","1,259","4,199",271,400,384,789,159,245,823,"1,042",607,201,418,237,"1,891",157,151,178,112,282,165,870,84,40,213,,
2-Jul,31,875,882,136,91,269,"6,871",77,"1,665","1,357","4,391",271,414,384,840,165,255,834,"1,085",618,219,425,247,"1,941",158,153,188,117,307,170,870,85,54,222,,
3-Jul,31,913,934,136,94,271,"7,109",77,"1,668","1,407","4,638",277,419,434,868,171,259,859,"1,109",622,233,438,257,"1,982",159,153,200,119,316,170,880,85,54,226,,
4-Jul,31,937,943,136,94,275,"7,377",77,"1,685","1,457","4,738",281,432,434,910,174,260,865,"1,120",624,250,459,261,"2,023",161,154,205,123,316,171,880,85,54,227,,
5-Jul,31,967,945,136,95,276,"7,663",81,"1,702","1,507","4,892",300,435,454,942,174,260,874,"1,160",625,268,478,273,"2,118",163,155,208,123,377,177,880,85,54,227,,
6-Jul,40,974,949,136,95,278,"8,036",81,"1,718","1,567","4,996",300,436,454,957,174,263,881,"1,182",627,299,485,274,"2,197",163,159,212,123,381,184,928,89,54,227,,
7-Jul,42,"1,034",952,136,96,282,"8,277",81,"1,763","1,617","5,114",305,452,464,"1,064",176,263,889,"1,210",637,317,494,285,"2,242",164,159,214,124,414,185,963,89,54,227,,
8-Jul,51,"1,079",958,139,98,285,"8,424",81,"1,784","1,687","5,319",306,460,474,"1,126",178,268,912,"1,220",647,329,504,287,"2,257",164,159,215,128,466,186,986,90,91,227,,
9-Jul,54,"1,171",982,140,98,287,"8,645",81,"1,811","1,717","5,582",308,468,484,"1,149",187,280,924,"1,224",655,356,515,292,"2,446",164,160,216,131,487,186,"1,043",90,91,227,,
10-Jul,59,"1,202","1,010",141,101,288,"8,825",84,"1,839","1,855","5,816",308,478,494,"1,204",188,280,938,"1,239",661,361,527,312,"2,476",165,164,217,132,509,187,"1,059",91,91,228,,
11-Jul,63,"1,352","1,040",142,102,291,"9,040",84,"1,867","1,905","6,134",315,490,494,"1,279",188,285,952,"1,243",666,366,543,330,"2,652",165,164,217,132,539,188,"1,078",92,91,230,,
12-Jul,63,"1,411","1,090",142,102,293,"9,200",93,"1,877","1,935","6,341",327,493,524,"1,386",188,292,965,"1,277",671,367,565,335,"2,759",166,167,218,133,564,193,"1,085",95,91,230,,
13-Jul,63,"1,508","1,095",142,103,295,"9,408",93,"1,896","1,965","6,609",328,504,544,"1,410",188,292,987,"1,307",671,375,578,336,"3,018",166,168,221,137,568,196,"1,094",95,91,236,,
14 Jul,64,"1,572","1,107",145,104,304,"9,528",93,"1,924","1,995","6,961",341,512,544,"1,464",188,293,"1,011","1,326",682,391,598,340,"3,162",168,168,221,141,568,198,"1,096",98,91,238,,
15-Jul,64,"1,613","1,140",149,105,309,"9,721",95,"2,064","2,115","7,482",341,519,574,"1,505",188,295,"1,025","1,340",687,403,606,343,"3,275",175,169,222,144,579,202,"1,155",98,91,257,,
16-Jul,65,"1,719","1,155",166,106,313,"9,855",95,"2,102","2,195","7,926",341,534,574,"1,571",189,301,"1,052","1,361",690,418,635,346,"3,486",175,169,224,148,598,202,"1,164",102,91,277,,
17-Jul,65,"1,807","1,165",166,107,314,"9,994",98,"2,143","2,535","8,313",341,552,654,"1,613",191,301,"1,063","1,387",692,501,656,361,"3,598",175,170,224,153,599,203,"1,199",102,91,301,,
18-Jul,65,"1,873","1,177",167,107,315,"10,118",101,"2,174","2,770","8,868",347,565,684,"1,701",192,301,"1,076","1,391",696,574,695,364,"3,679",175,170,224,175,599,205,"1,210",103,103,304,,
19-Jul,65,"1,992","1,186",167,110,323,"10,444",104,"2,178","3,190","9,342",351,566,758,"1,731",192,301,"1,095","1,408",700,595,720,372,"4,198",176,174,225,185,603,209,"1,223",104,103,311,,
20-Jul,65,"2,058","1,199",167,110,326,"10,598",104,"2,272","3,490","9,717",351,586,758,"1,830",209,301,"1,108","1,409",700,634,769,379,"4,476",176,177,230,190,613,212,"1,233",113,106,311,,
21-Jul,70,"2,110","1,220",167,111,329,"10,819",104,"2,349","3,590","10,065",351,590,788,"2,021",209,301,"1,122","1,419",707,685,799,383,"4,764",178,178,232,196,622,213,"1,240",113,110,311,,
22-Jul,75,"2,178","1,228",169,111,331,"11,139",108,"2,420","3,720","10,460",355,620,888,"2,155",209,301,"1,131","1,472",708,811,825,386,"5,034",181,179,232,204,622,216,"1,253",113,110,311,,
23-Jul,77,"2,252","1,232",169,116,335,"11,283",110,"2,452","3,850","11,125",355,672,966,"2,270",209,306,"1,144","1,526",711,923,846,390,"5,344",184,182,233,241,629,230,"1,257",113,110,322,,
24-Jul,89,"2,322","1,237",169,117,336,"11,552",111,"2,471","3,950","11,546",355,704,991,"2,542",211,306,"1,160","1,581",717,978,879,401,"5,675",184,185,234,259,632,232,"1,259",117,110,333,,
25-Jul,91,"2,408","1,244",172,117,343,"11,725",112,"2,505","4,050","11,955",355,729,"1,041","2,722",212,315,"1,173","1,610",730,"1,000",903,402,"5,809",185,187,244,264,632,232,"1,311",119,110,347,,
26-Jul,91,"2,489","1,254",173,117,347,"11,886",112,"2,528","4,150","12,318",355,754,"1,071","2,850",212,315,"1,195","1,644",736,"1,040",918,442,"5,963",185,190,256,268,634,232,"1,319",119,110,382,,
27-Jul,91,"2,570","1,277",173,117,350,"11,997",112,"2,934","4,265","12,680",355,776,"1,096","2,916",214,315,"1,216","1,680",736,"1,066",931,450,"6,095",185,192,266,289,634,234,"1,335",119,110,397,,
28-Jul,91,"2,627","1,283",173,117,356,"12,367",113,"3,567","4,485","13,081",355,810,"1,116","3,073",214,315,"1,222","1,694",743,"1,129",950,453,"6,284",188,195,271,311,681,263,"1,344",119,110,439,,
29-Jul,91,"2,711","1,294",173,118,368,"12,614",115,"3,615","4,762","13,619",355,858,"1,116","3,144",214,321,"1,252","1,714",750,"1,166",981,455,"6,324",188,195,288,328,697,265,"1,362",125,110,450,,
30-Jul,91,"2,788","1,309",173,118,382,"12,803",115,"3,949","5,139","14,064",355,888,"1,141","3,300",214,321,"1,264","1,757",758,"1,189","1,247",462,"6,373",188,195,305,328,699,292,"1,375",132,110,468,,
31-Jul,91,"2,876","1,354",173,118,399,"13,208",115,"3,966","5,319","14,415",355,903,"1,182","3,367",214,321,"1,288","1,794",760,"1,205","1,353",470,"6,482",188,195,308,328,699,292,"1,375",140,110,544,,
1-Aug,91,"2,924","1,366",173,118,410,"13,887",115,"3,985","5,620","14,877",355,910,"1,203","3,449",214,321,"1,288","1,826",760,"1,224","1,484",477,"6,553",189,195,327,328,744,292,"1,375",140,110,589,,
